stationcode,name,latitude,longitude,nom_arrondissement_communes,id,record_timestamp,ebike,mechanical,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,is_returning
20111,Villiers de l'Isle Adam - Pyrénées,48.867362,2.396222,Paris,21084,2024-07-22T04:51:01.555+02:00,4,0,2024-07-22T03:53:07+02:00,4,16,20,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,134,2024-07-22T04:19:01.377+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,1630,2024-07-22T04:22:00.326+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,3127,2024-07-22T04:21:00.518+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,4619,2024-07-22T04:25:00.791+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,6116,2024-07-22T04:27:00.312+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,7615,2024-07-22T04:29:00.488+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,9112,2024-07-22T04:31:00.625+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,10608,2024-07-22T04:35:00.522+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,12105,2024-07-22T04:37:01.327+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,13599,2024-07-22T04:39:00.436+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,15096,2024-07-22T04:41:00.336+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,16595,2024-07-22T04:43:01.281+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,18093,2024-07-22T04:45:01.442+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,19589,2024-07-22T04:49:00.335+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
20043,Charonne - Avron,48.8516026652,2.398403047,Paris,21085,2024-07-22T04:51:01.555+02:00,3,5,2024-07-22T03:52:42+02:00,8,18,27,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,135,2024-07-22T04:19:01.377+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,1631,2024-07-22T04:22:00.326+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,3128,2024-07-22T04:21:00.518+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,4620,2024-07-22T04:25:00.791+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,6117,2024-07-22T04:27:00.312+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,7616,2024-07-22T04:29:00.488+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,9113,2024-07-22T04:31:00.625+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,10609,2024-07-22T04:35:00.522+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,12106,2024-07-22T04:37:01.327+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,13600,2024-07-22T04:39:00.436+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,15097,2024-07-22T04:41:00.336+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,16596,2024-07-22T04:43:01.281+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,18094,2024-07-22T04:45:01.442+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,19590,2024-07-22T04:49:00.335+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
42015,Place Jean Ferrat,48.8184945213,2.3744174838,Ivry-sur-Seine,21086,2024-07-22T04:51:01.555+02:00,14,8,2024-07-22T03:49:37+02:00,22,2,25,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,136,2024-07-22T04:19:01.377+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,1632,2024-07-22T04:22:00.326+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,3129,2024-07-22T04:21:00.518+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,4621,2024-07-22T04:25:00.791+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,6118,2024-07-22T04:27:00.312+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,7618,2024-07-22T04:29:00.488+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,9115,2024-07-22T04:31:00.625+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,10611,2024-07-22T04:35:00.522+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,12108,2024-07-22T04:37:01.327+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,13602,2024-07-22T04:39:00.436+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,15099,2024-07-22T04:41:00.336+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,16598,2024-07-22T04:43:01.281+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,18096,2024-07-22T04:45:01.442+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,19592,2024-07-22T04:49:00.335+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
15201,Place Amédée Gordini - Lefebvre,48.8306173774,2.2920634208,Paris,21088,2024-07-22T04:51:01.555+02:00,2,0,2024-07-22T03:46:46+02:00,2,35,38,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,137,2024-07-22T04:19:01.377+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,1633,2024-07-22T04:22:00.326+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,3130,2024-07-22T04:21:00.518+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,4622,2024-07-22T04:25:00.791+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,6119,2024-07-22T04:27:00.312+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,7619,2024-07-22T04:29:00.488+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,9116,2024-07-22T04:31:00.625+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,10612,2024-07-22T04:35:00.522+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,12109,2024-07-22T04:37:01.327+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,13603,2024-07-22T04:39:00.436+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,15100,2024-07-22T04:41:00.336+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,16599,2024-07-22T04:43:01.281+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,18097,2024-07-22T04:45:01.442+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,19593,2024-07-22T04:49:00.335+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
11004,Charonne - Faubourg Saint-Antoine,48.8521919097,2.3740932718,Paris,21090,2024-07-22T04:51:01.555+02:00,3,17,2024-07-22T03:53:01+02:00,20,12,34,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,138,2024-07-22T04:19:01.377+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,1634,2024-07-22T04:22:00.326+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,3131,2024-07-22T04:21:00.518+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,4623,2024-07-22T04:25:00.791+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,6120,2024-07-22T04:27:00.312+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,7620,2024-07-22T04:29:00.488+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,9117,2024-07-22T04:31:00.625+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,10613,2024-07-22T04:35:00.522+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,12110,2024-07-22T04:37:01.327+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,13604,2024-07-22T04:39:00.436+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,15101,2024-07-22T04:41:00.336+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,16600,2024-07-22T04:43:01.281+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,18098,2024-07-22T04:45:01.442+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,19594,2024-07-22T04:49:00.335+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
43003,Hôpital Bégin,48.8457167211,2.4272462726,Vincennes,21091,2024-07-22T04:51:01.555+02:00,3,12,2024-07-22T03:53:12+02:00,15,10,26,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,139,2024-07-22T04:19:01.377+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,1635,2024-07-22T04:22:00.326+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,3132,2024-07-22T04:21:00.518+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,4624,2024-07-22T04:25:00.791+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,6121,2024-07-22T04:27:00.312+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,7621,2024-07-22T04:29:00.488+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,9118,2024-07-22T04:31:00.625+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,10614,2024-07-22T04:35:00.522+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,12111,2024-07-22T04:37:01.327+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,13605,2024-07-22T04:39:00.436+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,15102,2024-07-22T04:41:00.336+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,16601,2024-07-22T04:43:01.281+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,18099,2024-07-22T04:45:01.442+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,19595,2024-07-22T04:49:00.335+02:00,1,23,2024-07-22T03:51:54+02:00,24,33,58,OUI,OUI,OUI
11036,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,Paris,21092,2024-07-22T04:51:01.555+02:00,1,22,2024-07-22T03:51:54+02:00,23,34,58,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,140,2024-07-22T04:19:01.377+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,1636,2024-07-22T04:22:00.326+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,3133,2024-07-22T04:21:00.518+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,4625,2024-07-22T04:25:00.791+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,6122,2024-07-22T04:27:00.312+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,7622,2024-07-22T04:29:00.488+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,9119,2024-07-22T04:31:00.625+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,10615,2024-07-22T04:35:00.522+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,12112,2024-07-22T04:37:01.327+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,13606,2024-07-22T04:39:00.436+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,15103,2024-07-22T04:41:00.336+02:00,14,5,2024-07-22T03:53:18+02:00,19,16,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,17353,2024-07-22T04:43:01.281+02:00,14,4,2024-07-22T03:53:18+02:00,18,17,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,18847,2024-07-22T04:45:01.442+02:00,14,4,2024-07-22T03:53:18+02:00,18,17,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,20337,2024-07-22T04:49:00.335+02:00,14,4,2024-07-22T03:53:18+02:00,18,17,36,OUI,OUI,OUI
18012,Stephenson - Doudeauville,48.8885370489,2.3561610281,Paris,21837,2024-07-22T04:51:01.555+02:00,14,4,2024-07-22T03:53:18+02:00,18,17,36,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,141,2024-07-22T04:19:01.377+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,1637,2024-07-22T04:22:00.326+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,3134,2024-07-22T04:21:00.518+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,4626,2024-07-22T04:25:00.791+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,6123,2024-07-22T04:27:00.312+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,7623,2024-07-22T04:29:00.488+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,9120,2024-07-22T04:31:00.625+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,10616,2024-07-22T04:35:00.522+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,12113,2024-07-22T04:37:01.327+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,13607,2024-07-22T04:39:00.436+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,15104,2024-07-22T04:41:00.336+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,16602,2024-07-22T04:43:01.281+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,18100,2024-07-22T04:45:01.442+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,19596,2024-07-22T04:49:00.335+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
12009,Charenton - Diderot,48.8461714612,2.3793068156,Paris,21093,2024-07-22T04:51:01.555+02:00,2,3,2024-07-22T03:50:07+02:00,5,13,18,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,142,2024-07-22T04:19:01.377+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,1638,2024-07-22T04:22:00.326+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,3135,2024-07-22T04:21:00.518+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,4627,2024-07-22T04:25:00.791+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,6124,2024-07-22T04:27:00.312+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,7624,2024-07-22T04:29:00.488+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,9121,2024-07-22T04:31:00.625+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,10617,2024-07-22T04:35:00.522+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,12114,2024-07-22T04:37:01.327+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,13608,2024-07-22T04:39:00.436+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,15105,2024-07-22T04:41:00.336+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,16603,2024-07-22T04:43:01.281+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,18101,2024-07-22T04:45:01.442+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,19597,2024-07-22T04:49:00.335+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
14036,Boulard - Daguerre,48.8344647268,2.3293386027,Paris,21094,2024-07-22T04:51:01.555+02:00,9,1,2024-07-22T03:52:19+02:00,10,35,45,OUI,OUI,OUI
18201,Tristan Tzara -  Tchaïkovski,48.8949022175,2.3648490384,Paris,143,2024-07-22T04:19:01.377+02:00,15,4,2024-07-22T03:53:11+02:00,19,13,33,OUI,OUI,OUI
18201,Tristan Tzara -  Tchaïkovski,48.8949022175,2.3648490384,Paris,1639,2024-07-22T04:22:00.326+02:00,15,4,2024-07-22T03:53:11+02:00,19,13,33,OUI,OUI,OUI
18201,Tristan Tzara -  Tchaïkovski,48.8949022175,2.3648490384,Paris,3136,2024-07-22T04:21:00.518+02:00,15,4,2024-07-22T03:53:11+02:00,19,13,33,OUI,OUI,OUI
18201,Tristan Tzara -  Tchaïkovski,48.8949022175,2.3648490384,Paris,4628,2024-07-22T04:25:00.791+02:00,15,4,2024-07-22T03:53:11+02:00,19,13,33,OUI,OUI,OUI
18201,Tristan Tzara -  Tchaïkovski,48.8949022175,2.3648490384,Paris,6125,2024-07-22T04:27:00.312+02:00,15,4,2024-07-22T03:53:11+02:00,19,13,33,OUI,OUI,OUI
18201,Tristan Tzara -  Tchaïkovski,48.8949022175,2.3648490384,Paris,7625,2024-07-22T04:29:00.488+02:00,15,4,2024-07-22T03:53:11+02:00,19,13,33,OUI,OUI,OUI
18201,Tristan Tzara -  Tchaïkovski,48.8949022175,2.3648490384,Paris,9122,2024-07-22T04:31:00.625+02:00,15,4,2024-07-22T03:53:11+02:00,19,13,33,OUI,OUI,OUI
18201,Tristan Tzara -  Tchaïkovski,48.8949022175,2.3648490384,Paris,10618,2024-07-22T04:35:00.522+02:00,15,4,2024-07-22T03:53:11+02:00,19,13,33,OUI,OUI,OUI
